,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
58,alcatel U5,1,"2017, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2050 mAh battery,About 100 EUR
59,alcatel A5 LED,1,"2017, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","8 MP, AF, f/2.0",5 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2800 mAh battery,About 200 EUR
60,alcatel A3,1,"2017, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.25 GHz Cortex-A53,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","13 MP, AF, f/2.0",5 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2460 mAh battery,About 150 EUR
61,alcatel A3 XL,1,"2017, January",-,"IPS FL LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~72.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8/16 GB, 2 GB RAM","8/16 GB, 2 GB RAM","8 MP or 13 MP, AF",5 MP or 8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 180 EUR
62,alcatel Shine Lite,1,"2016, September",156 g (5.50 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",5 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2460 mAh battery,About 200 EUR
63,alcatel Pixi 4 Plus Power,0,"2016, September",202 g (7.13 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Ion 5000 mAh battery,
64,alcatel Fierce 4,1,"2016, August",163.9 g (5.78 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.1 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",5 MP,"4.1, A2DP, LE",Non-removable Li-Ion 2500 mAh battery,About 80 EUR
65,alcatel X1,1,"2015, December",140 g (4.94 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, 1/3"", 1.12m, AF","5 MP, f/2.0, 1/4"", 1.4m","4.0, A2DP",Non-removable Li-Po 2150 mAh battery,About 200 EUR
66,alcatel Pixi 4 (5),0,"2016, June",148 g (5.22 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.3 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Ion 2000 mAh battery,About 60 EUR
67,alcatel Flash Plus 2,1,"2016, May",157g (5.54 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, PDAF",5 MP,"4.1, A2DP",Non-removable Li-Ion 3000 mAh battery,About 140 EUR
68,alcatel Pop 7 LTE,1,"2016, April",295.1 g (10.41 oz),"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~65.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Quad-core 1.1 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.1, A2DP, LE",Non-removable Li-Ion 3240 mAh battery,About 130 EUR
69,alcatel Pop 4S,1,"2016, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, 1/3"", PDAF",5 MP,"4.2, A2DP",Non-removable Li-Ion 2960 mAh battery,About 150 EUR
70,alcatel Pop 4+,1,"2016, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.1 GHz Cortex-A7,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","8 MP, AF, f/2.0",5 MP,"4.1, A2DP",Removable Li-Ion 2500 mAh battery,About 110 EUR
71,alcatel Pop 4,1,"2016, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Ion 2500 mAh battery,About 80 EUR
72,alcatel Idol 4s Windows,1,"2016, Q3",152 g (5.36 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","21 MP, PDAF",8 MP,"4.1, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 200 EUR
73,alcatel Idol 4s,1,"2016, February",149 g (5.26 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, PDAF, f/2.0",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 220 EUR
74,alcatel Idol 4,1,"2016, February",135 g (4.76 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"16 GB, 2 GB RAM - 6055Y, 6055K16 GB, 3 GB RAM - 6055B, 6055H, 6055I","16 GB, 2 GB RAM - 6055Y, 6055K16 GB, 3 GB RAM - 6055B, 6055H, 6055I","13 MP, PDAF, f/2.0",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2610 mAh battery,About 200 EUR
75,alcatel Fierce XL (Windows),1,"2016, January",174 g (6.14 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.1 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",2 MP,"4.1, A2DP",Non-removable Li-Ion 2500 mAh battery,
76,alcatel CareTime,0,"2016, January",-,OLED (single white color),"0.95 inches, 2.7 cm2 (~16.8% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~121 ppi density)",,,,No,,"4.0, A2DP",Non-removable Li-Ion 380 mAh battery,
77,alcatel Pixi 4 (7),0,"2016, January",-,"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~67.7% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",2 MP,VGA,"4.1, A2DP",Non-removable Li-Ion 2580 mAh battery,About 80 EUR
78,alcatel Pixi 4 (6) 3G,0,"2016, June",179 g (6.31 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~68.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~184 ppi density)",Quad-core 1.3 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","13 MP, AF",8 MP,"4.1, A2DP",Removable Li-Ion 2580 mAh battery,About 120 EUR
79,alcatel Pixi 4 (6),1,"2016, January",-,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM or 16 GB, 1.5 GB RAM","8 GB, 1 GB RAM or 16 GB, 1.5 GB RAM","8 MP, AF",5 MP,"4.1, A2DP",Removable Li-Ion 2580 mAh battery,About 100 EUR
80,Allview Allwatch Hybrid T,0,"2018, December",88 g (3.10 oz),LCD touchscreen,"1.22 inches, 4.8 cm2 (~21.6% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~278 ppi density)",,,,No,,"4.2, A2DP, LE",Non-removable Li-Po 200 mAh battery,
81,Allview Allwatch Hybrid S,0,"2018, December",88 g (3.10 oz),LCD touchscreen,"1.22 inches, 4.8 cm2 (~21.6% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~278 ppi density)",,,,No,,"4.2, A2DP, LE",Non-removable Li-Po 200 mAh battery,
82,Allview A10 Plus,0,"2018, November",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.34 inches, 73.6 cm2 (~67.9% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~201 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP, LE",Li-Ion 2200 mAh battery,
83,Allview Soul X5 Style,1,"2018, November",168 g (5.93 oz),"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~80.7% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),Octa-core 2.0 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF
2 MP, depth sensor","8 MP, f/2.2","5.0, A2DP, LE",Non-removable Li-Po 4000 mAh battery,About 220 EUR
84,Allview Allwatch V,0,"2018, June",39 g (1.38 oz),LCD touchscreen,"1.3 inches, 5.5 cm2 (~32.5% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~261 ppi density)",,,,No,,"4.0, A2DP, LE",Non-removable Li-Po 130 mAh battery,
85,Allview Soul X5 Mini,1,"2018, August",156 g (5.50 oz),"IPS LCD capacitive touchscreen, 16M colors","5.67 inches, 81.0 cm2 (~77.2% screen-to-body ratio)",720 x 1498 pixels (~293 ppi density),Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF
0.3 MP, depth sensor",5 MP,"4.2, A2DP, LE",Non-removable Li-Po 3050 mAh battery,
86,Allview P10 Style,1,"2018, October",140 g (4.94 oz),"IPS LCD capacitive touchscreen, 16M colors","5.34 inches, 73.6 cm2 (~72.1% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~201 ppi density)",Quad-core 1.5 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",8 MP,"4.2, A2DP, LE",Non-removable Li-Po 2300 mAh battery,
87,Allview X5 Soul,1,"2018, August",185 g (6.53 oz),"IPS LCD capacitive touchscreen, 16M colors","5.86 inches, 85.7 cm2 (~79.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~287 ppi density)",Octa-core 2.0 GHz Cortex-A53,"32 GB, 4 GB RAM","32 GB, 4 GB RAM","16 MP, f/2.0, PDAF
5 MP, depth sensor","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,
88,Allview Soul X5 Pro,1,"2018, June",210 g (7.41 oz),"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~82.8% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","16 MP, f/2.0, PDAF
5 MP, depth sensor","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 330 EUR
89,Allview P8 Pro,1,"2018, January",186.5 g (6.60 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Quad-core 1.45 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",8 MP,"4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,
90,Allview X4 Soul Infinity Plus,1,"2017, September",156 g (5.50 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core (4x2.4 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),"64 GB, 6 GB RAM","64 GB, 6 GB RAM","13 MP, 1/3"", 1.12m, PDAF
5 MP, depth sensor",13 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Po 3050 mAh battery,About 450 EUR
91,Allview X4 Soul Infinity L,1,"2017, September",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Quad-core 1.45 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",5 MP,"4.0, A2DP, EDR",Non-removable Li-Po 3000 mAh battery,
92,Allview X4 Soul Infinity N,1,"2017, September",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","16 MP, PDAF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 3000 mAh battery,
93,Allview X4 Soul Infinity S,1,"2017, September",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 3 GB RAM","16 GB, 3 GB RAM","13 MP, PDAF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 3000 mAh battery,
94,Allview X4 Soul Infinity Z,1,"2017, September",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","13 MP, PDAF
5 MP, depth sensor",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 3000 mAh battery,
95,Allview X4 Soul Vision,1,"2017, September",202 g (7.13 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, 1/3"", 1.12m, PDAF",8 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Po 4000 mAh battery,
96,Allview V3 Viper,1,"2018, January",143.6 g (5.08 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~73.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF",13 MP,"4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 220 EUR
97,Allview X4 Soul Mini S,1,"2017, June",145 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.25 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","8 MP, AF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 2500 mAh battery,About 150 EUR
98,Allview X4 Xtreme,1,"2017, June",226.9 g (8.01 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, PDAF
5 MP, depth sensor",20 MP,"4.0, A2DP, EDR",Non-removable Li-Po 4550 mAh battery,
99,Allview P9 Energy Lite (2017),1,"2017, June",161 g (5.68 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 4000 mAh battery,
100,Allview X4 Soul Lite,1,"2017, June",150.4 g (5.29 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 4 GB RAM or 16 GB, 3 GB RAM","32 GB, 4 GB RAM or 16 GB, 3 GB RAM","13 MP, 1/3"", 1.12m, PDAF
2 MP, depth sensor",8 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Po 3000 mAh battery,
101,Allview X4 Soul Mini,1,"2017, April",144 g (5.08 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.25 GHz Cortex-A53,"16 GB, 2/3 GB RAM","16 GB, 2/3 GB RAM","13 MP, 1/3"", 1.12m, PDAF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 2500 mAh battery,
102,Allview X4 Soul Style,1,"2017, March",181 g (6.38 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, 1/3"", 1.12m, PDAF",16 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Po 4010 mAh battery,
103,Allview P6 Energy Mini,1,"2017, March",175 g (6.17 oz),IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.0, A2DP, EDR",Li-Ion 2950 mAh battery,
104,Allview X4 Soul,1,"2017, February",167.5 g (5.93 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, 1/3"", 1.12m, PDAF
5 MP, depth sensor",13 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Po 3000 mAh battery,About 420 EUR
105,Allview Allwatch,0,"2016, November",40 g (1.41 oz),Monochrome,"1.28 inches, 5.3 cm2 (~43.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~141 ppi density)",,,,No,,"4.0, A2DP",Non-removable Li-Po 100 mAh battery,
106,Allview V2 Viper Xe,1,"2016, October",178 g (6.28 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.45 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM","13 MP, PDAF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 3150 mAh battery,
107,Allview V2 Viper S,1,"2016, October",141.6 g (5.01 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~76.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, PDAF, f/2.0",5 MP,"4.0, A2DP, EDR",Removable Li-Po 3000 mAh battery,
108,Allview P9 Energy mini,1,"2016, September",181 g (6.38 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM","13 MP, PDAF",5 MP,"4.0, A2DP, EDR",Removable Li-Ion 4000 mAh battery,
109,Allview P9 Energy Lite,1,"2016, September",174 g (6.14 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~71.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, PDAF",5 MP,"4.0, A2DP, EDR",Non-removable Li-Po 4000 mAh battery,
110,Allview P9 Energy,1,"2016, September",183 g (6.46 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, PDAF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 5000 mAh battery,
111,Allview P7 Pro,1,"2016, September",165 g (5.82 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, PDAF",5 MP,"4.0, A2DP, EDR",Removable Li-Ion 2300 mAh battery,
112,Allview X3 Soul Style,1,"2016, June",162.2 g (5.71 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, PDAF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 3150 mAh battery,
113,Allview X3 Soul Plus,1,"2016, July",175 g (6.17 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","13 MP, PDAF & laser AF, f/2.0",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 3130 mAh battery,
114,Allview X3 Soul Lite,1,"2016, June",142.7 g (5.04 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM","13 MP, PDAF",5 MP,"4.0, A2DP, EDR",Removable Li-Po 2400 mAh battery,
115,Allview P6 Energy Lite,1,"2016, June",175 g (6.17 oz),IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",2 MP,"4.0, A2DP, EDR",Non-removable Li-Po 4000 mAh battery,
116,Allview AX501Q,0,"2016, June",253.6 g (8.96 oz),"TN capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~66.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",2 MP,2 MP,"4.0, A2DP",Non-removable Li-Po 2500 mAh battery,
117,Allview Viva H1001 LTE,1,"2016, March",510 g (1.12 lb),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~74.1% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Quad-core 1.0 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.0, A2DP",Non-removable Li-Po 6000 mAh battery,
118,Allview V2 Viper i4G,1,"2016, April",144.5 g (5.11 oz),IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",5 MP,"4.0, A2DP, EDR",Removable Li-Ion 2300 mAh battery,
